date,symbol,router,aggregator,weights,mu,var
2023-04-14,GOOGL,diversity,precision,"{'heur': 0.8454042462986155, 'rl': 0.15459575370138448}",1.0205999584948118,0.04641560108323375
2023-04-14,AMZN,diversity,precision,"{'heur': 0.4097446544902902, 'rl': 0.5902553455097098}",-0.09056687753420796,0.0041641049596536275
2023-04-14,META,diversity,precision,"{'heur': 0.9024296102143325, 'rl': 0.09757038978566748}",1.4267355352342108,0.053555965946433026
2023-04-21,NVDA,diversity,precision,"{'heur': 0.9165867882433174, 'rl': 0.08341321175668266}",1.5870356114628879,0.05395083873342582
2023-04-21,MSFT,diversity,precision,"{'heur': 0.8856338925970983, 'rl': 0.1143661074029016}",1.2862548951396966,0.05207357855017957
2023-04-21,AAPL,diversity,precision,"{'heur': 0.8843353922607542, 'rl': 0.11566460773924575}",1.2763543833193611,0.051918072634135316
2023-04-21,GOOGL,diversity,precision,"{'heur': 0.7362463754518339, 'rl': 0.2637536245481661}",0.5533241024202548,0.025221640610007697
2023-04-21,AMZN,diversity,precision,"{'heur': 0.5274842481465014, 'rl': 0.4725157518534985}",0.05485870761295926,0.0005394064261852241
2023-04-21,META,diversity,precision,"{'heur': 0.9128881225358827, 'rl': 0.08711187746411723}",1.5286423144765364,0.05387064396867173
2023-04-28,NVDA,diversity,precision,"{'heur': 0.9069673287094964, 'rl': 0.09303267129050363}",1.4955678521121576,0.0537566904442106
2023-04-28,MSFT,diversity,precision,"{'heur': 0.9319321373391263, 'rl': 0.06806786266087372}",1.6986427585210742,0.053438086971301584
2023-04-28,AAPL,diversity,precision,"{'heur': 0.8831889903064063, 'rl': 0.11681100969359365}",1.2669842834298675,0.05179769999571052
2023-04-28,GOOGL,diversity,precision,"{'heur': 0.7506382048280497, 'rl': 0.24936179517195048}",0.5983186208164682,0.028005861582469493
2023-04-28,AMZN,diversity,precision,"{'heur': 0.5045088443577436, 'rl': 0.49549115564225643}",0.01744592688033772,0.00029482251659237465
2023-04-28,META,diversity,precision,"{'heur': 0.939478189000831, 'rl': 0.060521810999168923}",1.7946716184753848,0.05291808344779774
2023-05-05,NVDA,diversity,precision,"{'heur': 0.9402955457061414, 'rl': 0.05970445429385861}",1.8609201998088414,0.052495063275992286
2023-05-05,MSFT,diversity,precision,"{'heur': 0.9302826164130851, 'rl': 0.06971738358691494}",1.6908942935170712,0.053563961020400584
2023-05-05,AAPL,diversity,precision,"{'heur': 0.9198253108816211, 'rl': 0.08017468911837881}",1.5876882019744263,0.05390672717318674
2023-05-05,GOOGL,diversity,precision,"{'heur': 0.7323410791052326, 'rl': 0.26765892089476734}",0.5389225413744919,0.02447902271725329
2023-05-05,AMZN,diversity,precision,"{'heur': 0.404217627694708, 'rl': 0.5957823723052921}",-0.08970492499596237,0.00472583972195696
2023-05-05,META,diversity,precision,"{'heur': 0.9440320381044623, 'rl': 0.05596796189553767}",1.8938957991521974,0.05222145345987163
2023-05-12,NVDA,diversity,precision,"{'heur': 0.9087179499461472, 'rl': 0.09128205005385272}",1.5044746788240109,0.05388524964515017
2023-05-12,MSFT,diversity,precision,"{'heur': 0.9252617824716043, 'rl': 0.07473821752839567}",1.6451930474823193,0.05382626454661928
2023-05-12,AAPL,diversity,precision,"{'heur': 0.9206582769537508, 'rl': 0.07934172304624913}",1.5970829095137453,0.053862700590431654
2023-05-12,GOOGL,diversity,precision,"{'heur': 0.9090878454443065, 'rl': 0.09091215455569342}",1.4800811291689058,0.0538538406707701
2023-05-12,AMZN,diversity,precision,"{'heur': 0.8344192429795438, 'rl': 0.16558075702045624}",0.9597235680364749,0.044515923589316844
2023-05-12,META,diversity,precision,"{'heur': 0.9122960617334186, 'rl': 0.08770393826658146}",1.5283754743907527,0.05429239522695573
2023-05-19,NVDA,diversity,precision,"{'heur': 0.9479267160453994, 'rl': 0.05207328395460059}",1.9621657663490233,0.05117470157950612
2023-05-19,MSFT,diversity,precision,"{'heur': 0.9113321916871701, 'rl': 0.08866780831282997}",1.4942675173875057,0.05392878243928777
2023-05-19,AAPL,diversity,precision,"{'heur': 0.9200579695951504, 'rl': 0.07994203040484957}",1.5913885876461444,0.05387368568919496
2023-05-19,GOOGL,diversity,precision,"{'heur': 0.9178943368361697, 'rl': 0.08210566316383014}",1.5646564029873877,0.05395946335026905
2023-05-19,AMZN,diversity,precision,"{'heur': 0.8456408227718883, 'rl': 0.15435917722811168}",1.0187207202038224,0.046522621101316414
2023-05-19,META,diversity,precision,"{'heur': 0.9342140306152905, 'rl': 0.06578596938470938}",1.7477807120427675,0.053526663418438127
2023-05-26,NVDA,diversity,precision,"{'heur': 0.9538179115517664, 'rl': 0.04618208844823353}",2.03308057271963,0.05104606480664993
2023-05-26,MSFT,diversity,precision,"{'heur': 0.9158565230892174, 'rl': 0.0841434769107826}",1.5345205781421047,0.05388281029728052
2023-05-26,AAPL,diversity,precision,"{'heur': 0.8836004974191827, 'rl': 0.11639950258081731}",1.2699474112584366,0.05184800362121096
2023-05-26,GOOGL,diversity,precision,"{'heur': 0.9207907974470013, 'rl': 0.07920920255299871}",1.6028121758312643,0.053917435502197825
2023-05-26,AMZN,diversity,precision,"{'heur': 0.8490119311851153, 'rl': 0.15098806881488475}",1.0488903347810212,0.04704489597266774
2023-05-26,META,diversity,precision,"{'heur': 0.9377830687880827, 'rl': 0.06221693121191727}",1.8030624753027396,0.052688723209091334
